zone_level,support_touches,resistance_touches,total_touches,strength
160.203,101,75,176,75
116.337,75,95,170,75
126.955,114,73,187,73
161.695,73,97,170,73
126.945,115,72,187,72
126.941,114,72,186,72
126.933,113,72,185,72
116.345,72,94,166,72
159.594,81,72,153,72
126.916,109,71,180,71
161.718,69,95,164,69
161.722,69,94,163,69
161.726,69,94,163,69
161.728,69,94,163,69
161.742,69,92,161,69
126.858,108,68,176,68
116.352,68,93,161,68
161.758,68,90,158,68
122.262,70,68,138,68
122.241,73,67,140,67
122.239,72,67,139,67
159.728,71,67,138,67
113.802,94,66,160,66
161.788,64,89,153,64
159.756,73,64,137,64
122.191,69,64,133,64
161.804,63,87,150,63
159.746,74,63,137,63
126.79,101,62,163,62
126.797,101,62,163,62
113.776,92,62,154,62
113.767,91,62,153,62
159.927,83,62,145,62
122.37,61,70,131,61
122.356,61,70,131,61
159.9,82,60,142,60
122.38,60,69,129,60
122.386,60,69,129,60
122.433,60,68,128,60
126.754,98,59,157,59
113.746,88,59,147,59
122.453,58,66,124,58
122.452,58,66,124,58
126.733,98,57,155,57
113.717,86,57,143,57
122.539,57,64,121,57
122.551,57,63,120,57
126.725,96,56,152,56
113.687,81,56,137,56
113.667,79,56,135,56
113.67,79,56,135,56
161.949,56,69,125,56
126.681,91,55,146,55
126.676,91,55,146,55
113.653,76,54,130,54
113.636,73,53,126,53
113.624,72,53,125,53
126.565,83,52,135,52
126.596,83,51,134,51
113.603,70,51,121,51
126.557,83,50,133,50
122.958,56,49,105,49
122.86,51,49,100,49
126.55,83,48,131,48
123.143,63,48,111,48
123.203,62,48,110,48
123.452,60,48,108,48
124.008,57,48,105,48
124.05,56,48,104,48
124.123,54,48,102,48
126.014,53,48,101,48
122.94,53,48,101,48
124.155,51,48,99,48
124.178,49,48,97,48
123.149,64,47,111,47
123.125,61,47,108,47
123.906,59,47,106,47
123.895,58,47,105,47
124.187,47,47,94,47
121.978,66,46,112,46
123.1,62,46,108,46
123.791,61,46,107,46
123.033,60,46,106,46
118.365,54,46,100,46
118.391,53,46,99,46
118.397,53,46,99,46
123.303,65,45,110,45
123.256,64,45,109,45
123.663,60,45,105,45
113.499,57,45,102,45
126.113,53,45,98,45
118.428,53,45,98,45
118.422,53,45,98,45
123.293,65,44,109,44
121.411,55,44,99,44
121.418,55,44,99,44
125.99,55,44,99,44
121.746,55,43,98,43
113.48,54,43,97,43
118.449,53,43,96,43
113.466,53,43,96,43
124.229,43,46,89,43
126.518,82,42,124,42
126.209,54,42,96,42
124.264,41,44,85,41
124.301,41,43,84,41
125.77,56,39,95,39
125.728,56,39,95,39
125.758,56,39,95,39
125.713,54,39,93,39
125.488,52,39,91,39
121.344,51,39,90,39
126.478,79,38,117,38
126.48,78,38,116,38
121.341,51,38,89,38
125.626,50,38,88,38
125.613,50,38,88,38
126.305,58,37,95,37
118.173,53,37,90,37
126.239,53,37,90,37
125.371,51,37,88,37
118.979,45,37,82,37
126.434,79,36,115,36
126.316,59,36,95,36
126.313,58,36,94,36
121.309,52,36,88,36
126.359,65,34,99,34
121.281,50,34,84,34
125.197,45,34,79,34
119.088,43,34,77,34
119.103,43,34,77,34
118.061,45,33,78,33
119.122,43,33,76,33
119.113,43,33,76,33
119.114,43,33,76,33
124.391,33,39,72,33
118.05,47,32,79,32
125.104,44,32,76,32
125.097,44,31,75,31
117.878,40,31,71,31
117.844,39,31,70,31
125.081,44,29,73,29
119.275,36,29,65,29
124.43,29,36,65,29
121.188,51,28,79,28
121.176,50,28,78,28
121.178,50,28,78,28
119.306,32,28,60,28
125.051,44,27,71,27
117.788,40,27,67,27
121.03,40,24,64,24
120.95,34,24,58,24
120.932,32,24,56,24
120.907,31,24,55,24
119.399,28,24,52,24
124.619,25,24,49,24
120.656,25,22,47,22
120.635,25,21,46,21
120.591,24,20,44,20
124.9,44,19,63,19
124.706,30,18,48,18
124.676,27,18,45,18
124.762,37,17,54,17
117.695,34,17,51,17
117.06,15,7,22,7
